Web link,Provider URN,Provider status,Provider type,Sector,Organisation name,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,Region,Inspection Number,Inspection date,Inspection type group,Overall Effectiveness,Outcomes in education and related learning activities,How well children and young people are helped and protected,The impact and effectiveness of leaders and managers
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC059945,SC059945,Active,Children's Home,Private,Pathfinders (childcare) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10049708,30/11/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC059998,SC059998,Active,Children's Home,Private,Blue Mountain Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Derby,East Midlands,10077498,22/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC059998,SC059998,Active,Children's Home,Private,Blue Mountain Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Derby,East Midlands,10077497,17/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC060034,SC060034,Active,Children's Home,Voluntary,Break,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Norfolk,East of England,10049734,13/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC060282,SC060282,Active,Children's Home,Private,Langley House (Harwich) Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Essex,East of England,10049739,19/12/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC060750,SC060750,Active,Children's Home,Private,Lifetime Opportunities Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10049722,10/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC060811,SC060811,Active,Children's Home,Private,Dove Adolescent Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Wakefield,"North East, Yorkshire and The Humber",10049743,17/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC061158,SC061158,Active,Children's Home,Private,Radical Services Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cumbria,North West,10049710,06/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC061438,SC061438,Active,Children's Home,Private,Crossway Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,St Helens,North West,10049737,13/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC061803,SC061803,Active,Children's Home,Private,Sandcastle Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10050029,18/12/2018,Full inspection,Good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC061837,SC061837,Active,Children's Home,Private,Archways Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Warwickshire,West Midlands,10078630,10/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC061878,SC061878,Active,Children's Home,Private,Headway Adolescent Resources Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Gloucestershire,South West,10049752,21/11/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC061924,SC061924,Active,Children's Home,Private,Progressive Futures Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Sefton,North West,10049748,20/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC062079,SC062079,Active,"Residential special school registered as a children's home
",Voluntary,The Children's Trust,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Surrey,South East,10049850,13/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC062128,SC062128,Active,Children's Home,Local Authority,London Borough of Hounslow,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Hounslow,London,10049755,21/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC062263,SC062263,Active,Children's Home,Private,Time-Out Children's Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Rochdale,North West,10049742,11/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC062309,SC062309,Active,Children's Home,Private,Courtyard Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Tameside,North West,10049778,17/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC062406,SC062406,Active,Children's Home,Private,Horizon Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10049769,22/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC062674,SC062674,Active,Children's Home,Private,Considerate Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Liverpool,North West,10049861,12/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC062785,SC062785,Active,Children's Home,Private,Mig House Residential Care Home Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London Borough of Waltham Forest,London,10049774,28/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC063284,SC063284,Active,Children's Home,Private,Building Bridges Care Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,St Helens,North West,10049800,13/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC063285,SC063285,Active,Children's Home,Private,Educare Adolescent Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10078169,17/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC063318,SC063318,Active,Children's Home,Private,Good Foundations Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Wirral,North West,10049772,20/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC063653,SC063653,Active,Children's Home,Private,Future In Mind,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10049795,27/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC063794,SC063794,Active,Children's Home,Private,Esland North Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10049797,11/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC063997,SC063997,Active,Children's Home,Private,Keys Childcare Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Leicestershire,East Midlands,10081332,29/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC064182,SC064182,Active,Children's Home,Private,Lodge Group Care UK Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Redbridge,London,10049806,16/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC064454,SC064454,Active,Children's Home,Private,Dove Adolescent Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Barnsley,"North East, Yorkshire and The Humber",10049848,10/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC064472,SC064472,Active,Children's Home,Private,Willows (Devon) Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Devon,South West,10049825,25/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC065067,SC065067,Active,Children's Home,Local Authority,Salford City Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Salford,North West,10049819,26/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC065072,SC065072,Active,Children's Home,Private,Time-Out Children's Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Rochdale,North West,10049815,12/12/2018,Full inspection,Outstanding,,Outstanding,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC065129,SC065129,Active,Children's Home,Voluntary,The Caldecott Foundation Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10049810,05/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC065378,SC065378,Active,Children's Home,Private,Castle Homes Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Birmingham,West Midlands,10049843,07/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC065552,SC065552,Active,Children's Home,Local Authority,Bradford Childrens Specialist Service,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Bradford,"North East, Yorkshire and The Humber",10061033,17/10/2018,Full inspection,Requires improvement to be good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC065883,SC065883,Active,Children's Home,Local Authority,Norfolk County Council Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Norfolk,East of England,10049832,13/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC066120,SC066120,Active,Children's Home,Local Authority,Leeds City Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Leeds,"North East, Yorkshire and The Humber",10049842,04/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC066166,SC066166,Active,Children's Home,Local Authority,Medway Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Medway,South East,10049870,14/11/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC066179,SC066179,Active,Children's Home,Private,Phoenix Child Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Devon,South West,10049859,03/10/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC066185,SC066185,Active,Children's Home,Private,Ethelbert Specialist Homes Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10049889,12/12/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC066218,SC066218,Active,Children's Home,Private,Essandore Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,St Helens,North West,10049872,07/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC066250,SC066250,Active,Children's Home,Private,Headway Adolescent Resources Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Bristol City of,South West,10049841,03/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC066393,SC066393,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Birmingham,West Midlands,10049855,06/12/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC066881,SC066881,Active,Children's Home,Private,Educare Adolescent Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Telford & Wrekin,West Midlands,10049881,13/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC066912,SC066912,Active,Children's Home,Private,Oracle Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10051538,12/12/2018,Interim inspection,Declined effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC067757,SC067757,Active,Children's Home,Private,Benjamin Uk Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Buckinghamshire,South East,10029589,23/10/2018,Interim inspection,Sustained effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC067771,SC067771,Active,Children's Home,Private,Good Foundations Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Wirral,North West,10049894,04/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC068145,SC068145,Active,Children's Home,Private,Crossways Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Somerset,South West,10049898,22/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC068261,SC068261,Active,Children's Home,Private,Mangrove Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10049915,14/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC068272,SC068272,Active,Children's Home,Private,Bramley Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Sussex,South East,10049916,20/12/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC068559,SC068559,Active,Children's Home,Private,PJL Healthcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Sussex,South East,10049923,05/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC068827,SC068827,Active,Children's Home,Local Authority,Surrey County Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Surrey,South East,10049918,26/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC068929,SC068929,Active,Children's Home,Local Authority,Essex County Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Essex,East of England,10051548,30/11/2018,Interim inspection,Sustained effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC068955,SC068955,Active,Children's Home,Local Authority,Norfolk County Council Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Norfolk,East of England,10049921,06/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC069293,SC069293,Active,Children's Home,Private,Time-Out Children's Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Calderdale,"North East, Yorkshire and The Humber",10049928,19/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC069336,SC069336,Active,"Residential special school registered as a children's home
",Voluntary,Prior's Court Foundation,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Berkshire,South East,10049936,10/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC069618,SC069618,Active,Children's Home,Local Authority,North East Lincolnshire Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East Lincolnshire,"North East, Yorkshire and The Humber",10049935,17/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC355755,SC355755,Active,Children's Home,Private,Dove Adolescent Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Wakefield,"North East, Yorkshire and The Humber",10049947,24/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC356327,SC356327,Active,Children's Home,Private,Oracle Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10049950,08/11/2018,Full inspection,Inadequate,,Inadequate,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC356868,SC356868,Active,Children's Home,Local Authority,Sheffield City Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Sheffield,"North East, Yorkshire and The Humber",10049955,01/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC356963,SC356963,Active,Children's Home,Local Authority,Kirklees Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kirklees,"North East, Yorkshire and The Humber",10051550,20/11/2018,Interim inspection,Sustained effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC357077,SC357077,Active,Children's Home,Private,Pathway Care Solutions Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottingham,East Midlands,10049946,12/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC357159,SC357159,Active,Children's Home,Private,Pathfinders (childcare) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Rochdale,North West,10049941,19/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC357979,SC357979,Active,Children's Home,Local Authority,Tameside Metropolitan Borough Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Tameside,North West,10049953,08/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC357981,SC357981,Active,Children's Home,Private,Benecare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10049960,12/12/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC358638,SC358638,Active,Children's Home,Private,Crystal Care Solutions,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stoke-on-Trent,West Midlands,10049951,20/11/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC359832,SC359832,Active,Children's Home,Private,My Choice Children's Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Sussex,South East,10049956,12/12/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC359836,SC359836,Active,Children's Home,Local Authority,Lancashire County Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10049963,29/11/2018,Full inspection,Outstanding,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC361789,SC361789,Active,Children's Home,Local Authority,Cornwall Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cornwall,South West,10049974,30/11/2018,Full inspection,Inadequate,,Inadequate,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC363268,SC363268,Active,Children's Home,Private,New Forest Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Hampshire,South East,10049991,19/12/2018,Full inspection,Good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC363391,SC363391,Active,Children's Home,Private,Broadwood Educational Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Somerset,South West,10078285,17/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC364812,SC364812,Active,Children's Home,Private,My Choice Children's Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Sussex,South East,10049981,20/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC365366,SC365366,Active,Children's Home,Private,Nh Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Birmingham,West Midlands,10050013,23/11/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC366080,SC366080,Active,Children's Home,Private,Reflexion Care Group Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10049986,27/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC366104,SC366104,Active,Children's Home,Private,Reflexion Care Group Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10049984,03/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC366343,SC366343,Active,Children's Home,Private,Maple Leaf Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Tameside,North West,10050000,25/10/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC366851,SC366851,Active,Children's Home,Private,Horizon Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Salford,North West,10050005,13/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC368032,SC368032,Active,Children's Home,Private,Constant Child Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Walsall,West Midlands,10078637,24/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC368137,SC368137,Active,Children's Home,Private,Phoenix Child Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Devon,South West,10049982,02/11/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC368934,SC368934,Active,Children's Home,Local Authority,Cornwall Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cornwall,South West,10050012,05/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC369840,SC369840,Active,Children's Home,Local Authority,Stoke on Trent City Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stoke-on-Trent,West Midlands,10050017,21/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC370899,SC370899,Active,Children's Home,Private,Keys Childcare Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lincolnshire,East Midlands,10050001,19/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC371267,SC371267,Active,"Residential special school registered as a children's home
",Voluntary,Nugent Care,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,St Helens,North West,10083998,05/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC371723,SC371723,Active,Children's Home,Private,Educare Adolescent Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10056581,10/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC372602,SC372602,Active,Children's Home,Private,Bryn Melyn Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10050041,08/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC372611,SC372611,Active,Children's Home,Private,Bryn Melyn Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10050036,04/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC372621,SC372621,Active,Children's Home,Private,Bryn Melyn Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Telford & Wrekin,West Midlands,10050044,11/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC372652,SC372652,Active,Children's Home,Private,Bryn Melyn Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10050085,01/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC372664,SC372664,Active,Children's Home,Private,Bryn Melyn Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10050050,15/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC373044,SC373044,Active,Children's Home,Voluntary,Birtenshaw - company number 02978546,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Bolton,North West,10050014,06/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC373693,SC373693,Active,Children's Home,Private,Pine Forest Homes Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10051569,03/10/2018,Full inspection,Inadequate,,Inadequate,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC373693,SC373693,Active,Children's Home,Private,Pine Forest Homes Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10084628,14/12/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC373693,SC373693,Active,Children's Home,Private,Pine Forest Homes Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10056340,07/11/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC374405,SC374405,Active,Children's Home,Private,Pathway Care Solutions Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottingham,East Midlands,10050028,06/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC374640,SC374640,Active,Children's Home,Private,Crossways Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South Gloucestershire,South West,10056651,01/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
